Type	Task Name Original	Task Name	Status Migração	Data	obs
VIEW	(VIEW - OW_SEDA_S.VW_CELLO_RETURN_TRACKING)	OW_SEDA_S.VW_CELLO_RETURN_TRACKING	Done	02/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_RETURN_TRACKING)	OW_SEDA_S.VW_UNION_TSS_CELLO_RETURN_TRACKING	Done	26/12/2025	
VIEW	(VIEW - OW_SEDA_S.VW_STATUS_MAPPING)	OW_SEDA_S.VW_STATUS_MAPPING	Done	08/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_STATUS_MAPPING_AUX)	OW_SEDA_S.VW_STATUS_MAPPING_AUX	Done	08/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_V2)	OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_V2	Done	06/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_1)	OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_1	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_2)	OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_2	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_3)	OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_3	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_4)	OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_4	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_TESTE)	OW_SEDA_S.VW_BI_IOD_TOTAL_SDI_TESTE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CELLO_BI_IOD_TOTAL_SDI)	OW_SEDA_S.VW_CELLO_BI_IOD_TOTAL_SDI	Done	07/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_CE_MANAGEMENT_INFORMATION)	OW_SEDA_S.VW_CE_MANAGEMENT_INFORMATION	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_V3)	OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_V3	Done	06/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_V4)	OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_V4	Done	06/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_V5)	OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_V5	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_tst)	OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL_tst	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_VESSEL_TRAVEL_INFO_SDI)	OW_SEDA_S.VW_VESSEL_TRAVEL_INFO_SDI	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_IOD)	OW_SEDA_S.VW_UNION_TSS_CELLO_IOD	To be migrated		Calculation View
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_IOD_STATUS_TOTAL)	OW_SEDA_S.VW_UNION_TSS_CELLO_IOD_STATUS_TOTAL	To be migrated		Calculation View
VIEW	(VIEW - OW_SEDA_S.VW_TRACKING_ITEM_2YEARS_SDI)	OW_SEDA_S.VW_TRACKING_ITEM_2YEARS_SDI	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TRACKING_ITEM_3MONTHS_SDI)	OW_SEDA_S.VW_TRACKING_ITEM_3MONTHS_SDI	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TRACKING_ITEM_3MONTHS_SDI_TESTE)	OW_SEDA_S.VW_TRACKING_ITEM_3MONTHS_SDI_TESTE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TRACKING_ITEM_BETWEEN_2014_AND_2016)	OW_SEDA_S.VW_TRACKING_ITEM_BETWEEN_2014_AND_2016	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TRACKING_ITEM_6MONTHS_SDI)	OW_SEDA_S.VW_TRACKING_ITEM_6MONTHS_SDI	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_MX_POSITIVACAO_S24)	OW_SEDA_S.VW_MX_POSITIVACAO_S24	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CELLO_IOD_OCCURRENCE_REPORT)	VW_VTEX_PURCHASE_ORDER_ESTORE	Done	29/12/2025	
VIEW	(VIEW - OW_LAO.VW_MONITORING_EXECUTIONS_RESULTS)	OW_LAO.VW_MONITORING_EXECUTIONS_RESULTS	To be migrated		
VIEW	(VIEW - OW_LAO.VW_MONITORING_EXECUTIONS_RESULTS_TO_SEND_MESSAGE)	OW_LAO.VW_MONITORING_EXECUTIONS_RESULTS_TO_SEND_MESSAGE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_ACCOUNT_MAPPING_KPI)	OW_SEDA_S.VW_CE_ACCOUNT_MAPPING_KPI	Done	09/01/2026	Precisa da view:  VW_CE_ACCOUNT_MAPPING_KPI_AUX_2
VIEW	(VIEW - OW_SEDA_S.VW_CE_ACCOUNT_MAPPING_KPI_AUX)	OW_SEDA_S.VW_CE_ACCOUNT_MAPPING_KPI_AUX	Done	09/01/2026	Precisa da View: VW_CE_MANAGEMENT_INFORMATION
VIEW	(VIEW - OW_SEDA_S.VW_CE_ACCOUNT_MAPPING_KPI_AUX_2)	OW_SEDA_S.VW_CE_ACCOUNT_MAPPING_KPI_AUX_2	Done	09/01/2026	PRECISA DA VIEW: VW_CE_ACCOUNT_MAPPING_KPI_AUX
VIEW	(VIEW - OW_SEDA_S.TMP_VW_TRACKING_ITEM_SDI)	OW_SEDA_S.TMP_VW_TRACKING_ITEM_SDI	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_VESSEL_TRAVEL_INFO)	OW_SEDA_S.VW_VESSEL_TRAVEL_INFO	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_D2C_SO_FSCT)	OW_SEDA_S.VW_D2C_SO_FSCT	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_COMPLETO_LSPOSITO)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_COMPLETO_LSPOSITO	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_TEMP)	OW_SEDA_S.VW_UNION_TSS_CELLO_TEMP	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_ACCOUNT_MANAGEMENT_COMPLETE)	OW_SEDA_S.VW_CE_ACCOUNT_MANAGEMENT_COMPLETE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_TRIPLE_A_TARGET_AR)	OW_SEDA_S.VW_CE_TRIPLE_A_TARGET_AR	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_META_PROMOTOR)	OW_SEDA_S.VW_CE_META_PROMOTOR	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_OCCURRENCE)	OW_SEDA_S.VW_UNION_TSS_CELLO_OCCURRENCE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TRACKING_ITEM)	OW_SEDA_S.VW_TRACKING_ITEM	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_BI_IOD_TOTAL)	OW_SEDA_S.VW_BI_IOD_TOTAL	To be migrated		Depende da view: VW_TC_LEG_PLANNING_MAX_DATE
VIEW	(VIEW - OW_SEDA_S.TMP_VW_VESSEL_TRAVEL_INFO_SDI)	OW_SEDA_S.TMP_VW_VESSEL_TRAVEL_INFO_SDI	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_BI_IOD_TOTAL_SDI)	OW_SEDA_S.VW_BI_IOD_TOTAL_SDI	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_VD_PIVOT_SELL_OUT_PLATFORM)	OW_SEDA_S.VW_VD_PIVOT_SELL_OUT_PLATFORM	Done	12/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_CE_PRICE_STORE)	OW_SEDA_S.VW_CE_PRICE_STORE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TT_OFF_COLLECTED_PRICE)	OW_SEDA_S.VW_TT_OFF_COLLECTED_PRICE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TT_SYSTEM_PRICES_MODE)	OW_SEDA_S.VW_TT_SYSTEM_PRICES_MODE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TT_AGGREGATED_PICTURES)	OW_SEDA_S.VW_TT_AGGREGATED_PICTURES	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TT_COLLECTED_PRICE_URL)	OW_SEDA_S.VW_TT_COLLECTED_PRICE_URL	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_MX_PIVOT_2022)	OW_SEDA_S.VW_CE_MX_PIVOT_2022	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_CE_RM_CTV_MEETINGS)	OW_SEDA_S.VW_CE_RM_CTV_MEETINGS	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_RM_DA_MEETING)	OW_SEDA_S.VW_CE_RM_DA_MEETING	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_CE_SELL_OUT_BY_CITY_CODE)	OW_SEDA_S.VW_CE_SELL_OUT_BY_CITY_CODE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_MX_FOTA_AND_GFK_HIST)	OW_SEDA_S.VW_MX_FOTA_AND_GFK_HIST	To be migrated		
VIEW	(VIEW - OW_SEDA_S.MAP_CE_DISTRIBUTION_TARGET_PHASE_OUT_TARGET_WEEK_ADJ)	OW_SEDA_S.MAP_CE_DISTRIBUTION_TARGET_PHASE_OUT_TARGET_WEEK_ADJ	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL)	OW_SEDA_S.VW_BI_CELLO_IOD_TOTAL	To be migrated		
VIEW	(VIEW - OW_SDSLA.VW_TABLEAU_REPORT)	OW_SDSLA.VW_TABLEAU_REPORT	To be migrated		
VIEW	(VIEW - OW_SDSLA.VW_TABLEAU_REPORT_TEST)	OW_SDSLA.VW_TABLEAU_REPORT_TEST	To be migrated		
VIEW	(VIEW - OW_SDSLA.VW_TABLEAU_REPORT_V2)	OW_SDSLA.VW_TABLEAU_REPORT_V2	To be migrated		
VIEW	(VIEW - OW_SDSLA.VW_TABLEAU_REPORT_V3)	OW_SDSLA.VW_TABLEAU_REPORT_V3	To be migrated		
VIEW	(VIEW - OW_SDSLA.VW_TABLEAU_REPORT_V4)	OW_SDSLA.VW_TABLEAU_REPORT_V4	Done	08/01/2026	
VIEW	(VIEW - OW_SDSLA.VW_TABLEAU_USERS)	OW_SDSLA.VW_TABLEAU_USERS	Done	07/01/2026	
VIEW	(VIEW - OW_SDSLA.ODS_TABLEAU_PROJECT_HIERARCHY)	OW_SDSLA.ODS_TABLEAU_PROJECT_HIERARCHY	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TSS_CELLO_IOD_STATUS_MONITORING)	OW_SEDA_S.VW_TSS_CELLO_IOD_STATUS_MONITORING	Done	29/12/2025	
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_RETURN_TRACKING_BKP_20240228)	OW_SEDA_S.VW_UNION_TSS_CELLO_RETURN_TRACKING_BKP_20240228	Done	06/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_UNION_CELLO_TSS_IOD_STATUS)	OW_SEDA_S.VW_UNION_CELLO_TSS_IOD_STATUS	Done	29/12/2025	
VIEW	(VIEW - OW_LAO.VW_CRAWLING_AP1_NPC_SEGMENT)	OW_LAO.VW_CRAWLING_AP1_NPC_SEGMENT	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_AP1_REF_SEGMENT)	OW_LAO.VW_CRAWLING_AP1_REF_SEGMENT	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_AP1_TV_SEGMENT)	OW_LAO.VW_CRAWLING_AP1_TV_SEGMENT	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_AP1_WM_SEGMENT)	OW_LAO.VW_CRAWLING_AP1_WM_SEGMENT	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_API_GSCM_TO_ASM)	OW_SEDA_S.VW_API_GSCM_TO_ASM	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_API_GSCM_TO_ASM_2)	OW_SEDA_S.VW_API_GSCM_TO_ASM_2	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.TF_PORTAL_SM_SURSIS_JOIN_1)	OW_SEDA_S.TF_PORTAL_SM_SURSIS_JOIN_1	Done	08/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SMPORTAL_DADOS_ANGELIRA_VIAGEM_ESCOLTA)	OW_SEDA_S.VW_SMPORTAL_DADOS_ANGELIRA_VIAGEM_ESCOLTA	Done	07/01/2026	
VIEW	(VIEW - OW_SELA.CURRENTWEEK)	OW_SELA.CURRENTWEEK	Done	12/01/2026	
VIEW	(VIEW - OW_SELA.MISSINGSEGMENT)	OW_SELA.MISSINGSEGMENT	To be migrated		
VIEW	(VIEW - OW_SELA.MISSING_MKTNAME)	OW_SELA.MISSING_MKTNAME	Done	12/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_CE_ACCOUNT_MANAGEMENT)	OW_SEDA_S.VW_CE_ACCOUNT_MANAGEMENT	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_ACCOUNT_MANAGEMENT_FLOORING)	OW_SEDA_S.VW_CE_ACCOUNT_MANAGEMENT_FLOORING	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CELLO_SUM_LLM)	OW_SEDA_S.VW_CELLO_SUM_LLM	Done	29/12/2025	
VIEW	(VIEW - OW_SEDA_S.VW_CELLO_SUM_SHIPMENT)	OW_SEDA_S.VW_CELLO_SUM_SHIPMENT	Done		
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_TMP_TEST)	OW_SEDA_S.VW_UNION_TSS_CELLO_TMP_TEST	Done	02/01/2026	
VIEW	(VIEW - OW_LAO.VW_LAO_SALES_DEDUCTION_DAILY_MONITORING_MAPPING_STATUS)	OW_LAO.VW_LAO_SALES_DEDUCTION_DAILY_MONITORING_MAPPING_STATUS	Done		
VIEW	(VIEW - OW_SEDA_S.VW_ABNORMAL_INVENTORY)	OW_SEDA_S.VW_ABNORMAL_INVENTORY	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CELLO_TRACKING_EVENT)	OW_SEDA_S.VW_CELLO_TRACKING_EVENT	Done	26/12/2025	
VIEW	(VIEW - OW_SEDA_S.VW_SDU_ODS_WMS_GATE_DOCK_IN_OUT_TWMS_YARD)	OW_SEDA_S.VW_SDU_ODS_WMS_GATE_DOCK_IN_OUT_TWMS_YARD	Done	07/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_IBGE_CEP_5_COORDINATES)	OW_SEDA_S.VW_IBGE_CEP_5_COORDINATES	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_COMPLETO)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_COMPLETO	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_COMPLETO_JULIAO)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_COMPLETO_JULIAO	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_ONLINE_FISICO)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_ONLINE_FISICO	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_SELLOUTGERAL)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_SELLOUTGERAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_SELLOUTGERAL_JULIAO)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_SELLOUTGERAL_JULIAO	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_SELLOUTGERAL_LSPOSITO)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_SELLOUTGERAL_LSPOSITO	Done	12/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_VALIDATION)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_VALIDATION	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_WALMART)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_WALMART	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_WALMART_LSPOSITO)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_WALMART_LSPOSITO	Done	12/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SCM_SALES_AND_SO_LIST_COMPLETE)	OW_SEDA_S.VW_SCM_SALES_AND_SO_LIST_COMPLETE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SEDA_SALES_IN_TRANSIT)	OW_SEDA_S.VW_SEDA_SALES_IN_TRANSIT	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TT_RUPTURA)	OW_SEDA_S.VW_TT_RUPTURA	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_HIST)	OW_SEDA_S.VW_UNION_TSS_CELLO_HIST	Done	06/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_HIST_MAP_CARRIER)	OW_SEDA_S.VW_UNION_TSS_CELLO_HIST_MAP_CARRIER	Done	05/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_CE_JOURNEY_COORDINATORS_MAXWEEK)	OW_SEDA_S.VW_CE_JOURNEY_COORDINATORS_MAXWEEK	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_JOURNEY_UNIQUE)	OW_SEDA_S.VW_CE_JOURNEY_UNIQUE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_JOURNEY_UNIQUE_MAX_WEEKNUM)	OW_SEDA_S.VW_CE_JOURNEY_UNIQUE_MAX_WEEKNUM	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_CE_SHOPPING_BRASIL_API)	OW_SEDA_S.VW_CE_SHOPPING_BRASIL_API	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_WEATHER_FCST_API)	OW_SEDA_S.VW_CE_WEATHER_FCST_API	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_WEBPRICE_URL)	OW_SEDA_S.VW_CE_WEBPRICE_URL	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_GSCM_CH_PSI_WARING_SALES_DEDUCTION)	OW_SEDA_S.VW_GSCM_CH_PSI_WARING_SALES_DEDUCTION	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_MX_SALES_VS_RTF)	OW_SEDA_S.VW_MX_SALES_VS_RTF	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_MX_SALES_VS_RTF_BY_CAPACITY)	OW_SEDA_S.VW_MX_SALES_VS_RTF_BY_CAPACITY	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_ONLINE_FISICO)	OW_SEDA_S.VW_ONLINE_FISICO	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_ONLINE_FISICO_LSPOSITO)	OW_SEDA_S.VW_SALES_DEDUCTION_RESULT_ONLINE_FISICO_LSPOSITO	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SDU_ODS_NERP_ZRSDD6A120_SALES_ORDER_TRACKING_SCM)	OW_SEDA_S.VW_SDU_ODS_NERP_ZRSDD6A120_SALES_ORDER_TRACKING_SCM	Done	07/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SDU_ODS_NERP_ZRSDD6A120_SALES_ORDER_TRACKING_SEDA_D2C_ALL)	OW_SEDA_S.VW_SDU_ODS_NERP_ZRSDD6A120_SALES_ORDER_TRACKING_SEDA_D2C_ALL	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SDU_SDI_TSS_OD_PRE_SHIPMENT)	OW_SEDA_S.VW_SDU_SDI_TSS_OD_PRE_SHIPMENT	Done	12/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SDU_SDI_TSS_TC_EVENT_DATE)	OW_SEDA_S.VW_SDU_SDI_TSS_TC_EVENT_DATE	Done	12/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SDU_SDI_TSS_TC_EVENT_LOC)	OW_SEDA_S.VW_SDU_SDI_TSS_TC_EVENT_LOC	Done	07/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SDU_SDI_TSS_TC_VESSEL)	OW_SEDA_S.VW_SDU_SDI_TSS_TC_VESSEL	Done	12/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SDU_SDI_TSS_TC_VESSEL_DESTINATION_PORT)	OW_SEDA_S.VW_SDU_SDI_TSS_TC_VESSEL_DESTINATION_PORT	Done	12/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SELLOUTGERAL)	OW_SEDA_S.VW_SELLOUTGERAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_SELL_IN_FCST)	OW_SEDA_S.VW_SELL_IN_FCST	Done	12/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_TC_LEG_PLANNING_MAX_DATE)	OW_SEDA_S.VW_TC_LEG_PLANNING_MAX_DATE	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_TC_LEG_PLANNING_MAX_DATE_SDI)	OW_SEDA_S.VW_TC_LEG_PLANNING_MAX_DATE_SDI	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_WALMART)	OW_SEDA_S.VW_WALMART	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_FBAI_CHURN_IN_CHURN_OUT)	OW_SEDA_S.VW_FBAI_CHURN_IN_CHURN_OUT	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_FBAI_CHURN_IN_CHURN_OUT_PER_CARRIER)	OW_SEDA_S.VW_FBAI_CHURN_IN_CHURN_OUT_PER_CARRIER	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_MX_FBAI_GENERAL_INFO_PER_COUNTRY)	OW_SEDA_S.VW_MX_FBAI_GENERAL_INFO_PER_COUNTRY	Done	07/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_MX_FBAI_GENERAL_INFO_PER_DDD)	OW_SEDA_S.VW_MX_FBAI_GENERAL_INFO_PER_DDD	Done	09/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_TT_STACK_INFO_2023)	OW_SEDA_S.VW_TT_STACK_INFO_2023	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_GERENCIAIS_PL)	OW_SEDA_S.VW_CE_GERENCIAIS_PL	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_GERENCIAIS_PL_FCST)	OW_SEDA_S.VW_CE_GERENCIAIS_PL_FCST	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_MBO_NETSALES_COP)	OW_SEDA_S.VW_CE_MBO_NETSALES_COP	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_CE_MBO_NETSALES_COP_FCST)	OW_SEDA_S.VW_CE_MBO_NETSALES_COP_FCST	To be migrated		
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_TMP)	OW_SEDA_S.VW_UNION_TSS_CELLO_TMP	Done	05/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SDU_FT_TSS_CELLO_IOD_STATUS_MONITORING)	OW_SEDA_S.VW_SDU_FT_TSS_CELLO_IOD_STATUS_MONITORING	Done		
VIEW	(VIEW - OW_SEDA_S.VW_SDU_FT_UNION_TSS_CELLO)	OW_SEDA_S.VW_SDU_FT_UNION_TSS_CELLO	Done		
VIEW	(VIEW - OW_SEDA_S.VW_SDU_FT_BI_TRACKING_HIST_CLEAN_SDI_CELLO_TSS_V2)	OW_SEDA_S.VW_SDU_FT_BI_TRACKING_HIST_CLEAN_SDI_CELLO_TSS_V2	Done	05/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_SDU_FT_UNION_TSS_CELLO_HIST)	OW_SEDA_S.VW_SDU_FT_UNION_TSS_CELLO_HIST	Done	02/01/2026	
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO)	OW_SEDA_S.VW_UNION_TSS_CELLO	Done		
VIEW	(VIEW - OW_SEDA_S.VW_UNION_TSS_CELLO_PHOTO)	OW_SEDA_S.VW_UNION_TSS_CELLO_PHOTO	Done	30/12/2025	dia 30 servidor estava fora
VIEW	(VIEW - OW_LAO.VW_CRAWLING_AP1_ESTORE_DAILY_PRICE)	OW_LAO.VW_CRAWLING_AP1_ESTORE_DAILY_PRICE	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_AP1_REF_DISPLAY_SHARE)	OW_LAO.VW_CRAWLING_AP1_REF_DISPLAY_SHARE	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_AP1_TV_DISPLAY_SHARE)	OW_LAO.VW_CRAWLING_AP1_TV_DISPLAY_SHARE	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_AP1_WM_DISPLAY_SHARE)	OW_LAO.VW_CRAWLING_AP1_WM_DISPLAY_SHARE	To be migrated		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_ONLINE_PRICE)	OW_LAO.VW_CRAWLING_ONLINE_PRICE	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_ONLINE_PRICE_DISPLAY_SHARE)	OW_LAO.VW_CRAWLING_ONLINE_PRICE_DISPLAY_SHARE	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_ONLINE_PRICE_DISPLAY_SHARE_TABLET)	OW_LAO.VW_CRAWLING_ONLINE_PRICE_DISPLAY_SHARE_TABLET	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_ONLINE_PRICE_TABLET)	OW_LAO.VW_CRAWLING_ONLINE_PRICE_TABLET	Done		
VIEW	(VIEW - OW_LAO.VW_CRAWLING_ONLINE_PRICE_TABLET_TEST)	OW_LAO.VW_CRAWLING_ONLINE_PRICE_TABLET_TEST	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.CELLO_DELIVERY_WITH_1ST_BK)	OW_SEDA_S_LOGISTIC.CELLO_DELIVERY_WITH_1ST_BK	Done	08/01/2026	
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.CUSTO2024)	OW_SEDA_S_LOGISTIC.CUSTO2024	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.DIAS_UTEIS)	OW_SEDA_S_LOGISTIC.DIAS_UTEIS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.INPUT_METRICS)	OW_SEDA_S_LOGISTIC.INPUT_METRICS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.TESTE_IOD_ACUMULADO)	OW_SEDA_S_LOGISTIC.TESTE_IOD_ACUMULADO	Done	08/01/2026	
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.TESTE_OSCAR)	OW_SEDA_S_LOGISTIC.TESTE_OSCAR	Not to be migrated		
