Type	Task Name Original	Task Name	Status Migração	Data	obs
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ACTUAL_LT)	OW_SEDA_S_LOGISTIC.VW_ACTUAL_LT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ACTUAL_LT_1STHUB)	OW_SEDA_S_LOGISTIC.VW_ACTUAL_LT_1STHUB	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ACTUAL_VTEX_LT)	OW_SEDA_S_LOGISTIC.VW_ACTUAL_VTEX_LT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ALE_HYPERCARE)	OW_SEDA_S_LOGISTIC.VW_ALE_HYPERCARE	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ALE_HYPERCARE_TRANSIT)	OW_SEDA_S_LOGISTIC.VW_ALE_HYPERCARE_TRANSIT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ALERTA_IOD_PER_HOUR)	OW_SEDA_S_LOGISTIC.VW_ALERTA_IOD_PER_HOUR	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ALERTA_IOD_PER_HOUR_PREV_DAY)	OW_SEDA_S_LOGISTIC.VW_ALERTA_IOD_PER_HOUR_PREV_DAY	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC)	OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC_FINAL)	OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC_PREVIEW)	OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC_PREVIEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC_PREVIEW_5)	OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC_PREVIEW_5	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC_PREVIEW_6)	OW_SEDA_S_LOGISTIC.VW_ALL_TRK_UPLOAD_OCC_PREVIEW_6	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ATTEMPT_DELIVERY)	OW_SEDA_S_LOGISTIC.VW_ATTEMPT_DELIVERY	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVAILABLE_PICKUP)	OW_SEDA_S_LOGISTIC.VW_AVAILABLE_PICKUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_ACTUAL_LT)	OW_SEDA_S_LOGISTIC.VW_AVG_ACTUAL_LT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_ACTUAL_LT_1STHUB)	OW_SEDA_S_LOGISTIC.VW_AVG_ACTUAL_LT_1STHUB	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_ACTUAL_MODE_LT)	OW_SEDA_S_LOGISTIC.VW_AVG_ACTUAL_MODE_LT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_AR_LOGISTICS_VAR)	OW_SEDA_S_LOGISTIC.VW_AVG_AR_LOGISTICS_VAR	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_IOD_PER_HOUR)	OW_SEDA_S_LOGISTIC.VW_AVG_IOD_PER_HOUR	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_LT_HUBS_AGROUP)	OW_SEDA_S_LOGISTIC.VW_AVG_LT_HUBS_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_LT_HUBS_DELAYED_AGROUP)	OW_SEDA_S_LOGISTIC.VW_AVG_LT_HUBS_DELAYED_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_LT_HUBS_DELAYED_DETAIL)	OW_SEDA_S_LOGISTIC.VW_AVG_LT_HUBS_DELAYED_DETAIL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_LT_HUBS_IOD_AGROUP)	OW_SEDA_S_LOGISTIC.VW_AVG_LT_HUBS_IOD_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_AGROUP)	OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_AGROUP_FINAL)	OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_AGROUP_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_AGROUP_PT1)	OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_AGROUP_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_DELAYED_AGROUP)	OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_DELAYED_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_DELAYED_AGROUP_FINAL)	OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_DELAYED_AGROUP_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_DELAYED_AGROUP_PT1)	OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD40_DELAYED_AGROUP_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD50_AGROUP)	OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD50_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD50_AGROUP_FINAL)	OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD50_AGROUP_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD50_AGROUP_PT1)	OW_SEDA_S_LOGISTIC.VW_AVG_RANGE_DATE_TOD50_AGROUP_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_AVG_VTEX_LT)	OW_SEDA_S_LOGISTIC.VW_AVG_VTEX_LT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_3DAYS)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_3DAYS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_FINAL)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_FINAL_DELAYED)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_FINAL_DELAYED	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_FINAL_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_FINAL_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_PREVIEW)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_PREVIEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_PREVIEW_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_PREVIEW_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_NEW_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREDICT_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_0_TOD40)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_0_TOD40	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_0_TOD40_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_0_TOD40_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_0_TOD50)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_0_TOD50	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_0_TOD50_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_0_TOD50_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_1_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_1_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_AGROUP)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_AGROUP_FINAL)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_AGROUP_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_AGROUP_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_AGROUP_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TOD40)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TOD40	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TOD40_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TOD40_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TOD50)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TOD50	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TOD50_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TOD50_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TRANSIT)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_1_TRANSIT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_1_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_1_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_2)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_2	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_3DAYS)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_3DAYS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_AGROUP)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_AGROUP_FINAL)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_AGROUP_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_AGROUP_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_AGROUP_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD10)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD10	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD10_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD10_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD40)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD40	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD40_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD40_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD50)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD50	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD50_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_2_TOD50_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_1_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_1_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_2_TOD40)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_2_TOD40	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_2_TOD40_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_2_TOD40_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_2_TOD50)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_2_TOD50	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_2_TOD50_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_2_TOD50_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_TOD40)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_TOD40	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_TOD40_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_TOD40_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_TOD50)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_TOD50	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_TOD50_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_3_TOD50_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_AGROUP)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_AGROUP_FINAL)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_AGROUP_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_AGROUP_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_AGROUP_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_DELAY)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_DELAY	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_DELAY_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_DELAY_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_IOD)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_IOD	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_IOD_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_IOD_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_TRANSIT)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_TRANSIT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_TRANSIT_ML)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_TRANSIT_ML	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_TRANSIT_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_ALL_TRK_TRANSIT_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_2)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_2	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_2_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_2_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_3)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_3	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_3_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_3_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PREDICT_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD10)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD10	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD40)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD40	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD40_AGROUP)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD40_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD40_AGROUP_FINAL)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD40_AGROUP_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD40_AGROUP_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD40_AGROUP_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD50_AGROUP)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD50_AGROUP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD50_AGROUP_FINAL)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD50_AGROUP_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD50_AGROUP_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TOD50_AGROUP_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TRANSIT)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TRANSIT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TRANSIT_2)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TRANSIT_2	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TRANSIT_2_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TRANSIT_2_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TRANSIT_TESTE)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PREVIEW_TRANSIT_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD10)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD10	To be migrated		
